scenario_id,sheet,trailer_id,trailer_name,variant,length,width,height,section_excel,section_mes,excel_total,mes_total,variance_pct,status,reason,likely_cause,accepted_reason
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,FRONT,FRONT,4313.126743,4313.1,0.001,PASS,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,SRD,,0.0,,,SKIP,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,SRD DOOR FITTINGS,,0.0,,,SKIP,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,DRD,DRD,5448.993893,5361.32,1.609,ACCEPTED,,GROUP_DIFF 130*62MM TAPPING BLOCKS ~ 2 MES line(s) (-87.72),"[DATA] 130*62MM TAPPING BLOCKS: Excel 2 x R234 per size (R936 a double door) vs MES 6 x R68 per size (R816): R60 per size, 1-3 % of the door section."
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,DRD DOOR FITTINGS,DRD DOOR FITTINGS,5301.60678,5301.61,0.0,PASS,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,SIDES,SIDES,9907.506064,9907.64,0.001,PASS,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,ROOF,ROOF,5128.06818,5128.03,0.001,PASS,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,FLOOR,FLOOR,9021.659641,22683.72,151.436,ACCEPTED,,EXTRA_IN_MES ALU EXTRUTION FLOOR (+13662.06),"[MES] master ALU EXTRUTION FLOOR defaults ON for ICECREAM UP TO 3,2 and UP TO 4.8 and adds R13k-R27k (13 x length m at R428.95); Burt's sheets have no such line or flag."
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,ALUMINIUM,ALUMINIUM,5165.769,5197.83,0.621,PASS,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,SUB FRAME + LIGHT BOX ASSY,SUB FRAME + LIGHT BOX ASSY,3035.374104,3035.37,0.0,PASS,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,REAR FRAME + FLOOR PLATE,REAR FRAME & FLOOR PLATE,2834.109344,2892.91,2.075,ACCEPTED,,PRICE_DIFF 3MM 3CR12 FLOOR PLATE (+58.80),"[DATA] 3MM 3CR12 FLOOR PLATE priced R1 040.16 in MES vs R965.76 on Burt's sheet (+R59-R63, 2-3 % of the section)."
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~as_sheet","icecream up to 3,2",16,"ICECREAM UP TO 3,2",as_sheet,2.4,2.1,2.0,SPRAY PAINTING,SPRAY PAINTING,750.0,750.0,0.0,PASS,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~all_eps","icecream up to 3,2",16,"ICECREAM UP TO 3,2",all_eps,2.4,2.1,2.0,FRONT,FRONT,1899.640694,2391.71,,UNVERIFIABLE,EXCEL_NO_PRICE:EPS,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~all_eps","icecream up to 3,2",16,"ICECREAM UP TO 3,2",all_eps,2.4,2.1,2.0,SRD,,0.0,,,SKIP,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~all_eps","icecream up to 3,2",16,"ICECREAM UP TO 3,2",all_eps,2.4,2.1,2.0,SRD DOOR FITTINGS,,0.0,,,SKIP,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~all_eps","icecream up to 3,2",16,"ICECREAM UP TO 3,2",all_eps,2.4,2.1,2.0,DRD,DRD,2995.51271,3731.33,,UNVERIFIABLE,EXCEL_NO_PRICE:EPS,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~all_eps","icecream up to 3,2",16,"ICECREAM UP TO 3,2",all_eps,2.4,2.1,2.0,DRD DOOR FITTINGS,DRD DOOR FITTINGS,5276.95354,5301.61,0.467,PASS,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~all_eps","icecream up to 3,2",16,"ICECREAM UP TO 3,2",all_eps,2.4,2.1,2.0,SIDES,SIDES,4877.188316,5010.94,,UNVERIFIABLE,EXCEL_NO_PRICE:EPS,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~all_eps","icecream up to 3,2",16,"ICECREAM UP TO 3,2",all_eps,2.4,2.1,2.0,ROOF,ROOF,2679.720105,2679.69,,UNVERIFIABLE,EXCEL_NO_PRICE:EPS,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~all_eps","icecream up to 3,2",16,"ICECREAM UP TO 3,2",all_eps,2.4,2.1,2.0,FLOOR,FLOOR,6573.311566,20235.37,,UNVERIFIABLE,EXCEL_NO_PRICE:EPS,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~all_eps","icecream up to 3,2",16,"ICECREAM UP TO 3,2",all_eps,2.4,2.1,2.0,ALUMINIUM,ALUMINIUM,5165.769,5197.83,0.621,PASS,,,
"ICECREAM_UP_TO_3,2~L2.4~W2.1~H2~all_eps","icecream up to 3,2",16,"ICECREAM UP TO 3,2",all_eps,2.4,2.1,2.0,SUB FRAME + LIGHT BOX ASSY,SUB FRAME + LIGHT BOX ASSY,3035.374104,3035.37,0.0,PASS,,,
